10:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,S11.04:141,S11.09:142,S11.14:145,S11.16/11.17:147,S11.20:149,,,,,,,,,,,,,,,,,,,,
10:45,Ashford,Pass,V4-4-0,Margate,S11.44:101,S11.48:103,S11.52:104,T11.58:106,,,,,,,,,,,,,,,,,,,,,
10:48,Orpington,Pass,EMU,Bickley,P10.52:144,T10.54:146,,,,,,,,,,,,,,,,,,,,,,,
10:54,Gillingham,Pass,EMU,Victoria,S10.54:127,S10.57/10.59:128,S11.00/11.01:130,P11.03:133,S11.13:136,S11.15:137,S11.20:301,S11.24:139,S11.32:141,S11.42/11.43:147,P11.47:152,P11.53:160,T11.59:167,,,,,,,,,,,,
11:00,Orpington,Pass,EMU,Victoria,P11.05:144,S11.09:146,S11.11/11.12:148,S11.14:150,S11.17:152,S11.19:155,S11.21:156,S11.24:157,S11.26:158,S11.28:161,S11.30:163,T11.36:167,,,,,,,,,,,,,
11:00,Sheperdswell,Goods,N2-6-0,Hoo Junction,S11.52/12.02:117,P12.18:120,S12.42/12.44:126,P12.48:128,P12.52:130,T12.54:133,S11.00:176,P11.24:181,P11.42:182,,,,,,,,,,,,,,,,
11:00,Sittingbourne,Pass,2-6-2T,Sheerness,S11.00:120,P11.01:509,P11.02:506,S11.05:512,S11.14:514,S11.19:515,T11.29:516,,,,,,,,,,,,,,,,,,
11:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,S11.24:141,S11.29:142,S11.34:145,S11.36/11.37:147,T11.40:149,,,,,,,,,,,,,,,,,,,,
11:07,Gillingham,Pass,EMU,Charing Cross,S11.07:127,S11.10/11.12:128,S11.13/11.14:130,T11.15:133,,,,,,,,,,,,,,,,,,,,,
11:15,Ramsgate,XP,BR4 2-6-0,Victoria,S11.15:101,S11.19:103,S11.23:104,S11.29/11.32:106,S11.37:107,S11.42:108,S11.54/11.56:111,S12.02:113,S12.08:114,S12.18/12.24:116,S12.33:118,S12.39/12.42:120,S12.50:124,S12.56:125,S13.01/13.02:126,S13.06/13.11:128,S13.13/13.14:130,P13.16:133,P13.29:136,P13.40:141,S13.49/13.51:147,P13.55:152,P14.03:160,P14.04:163,T14.10:167
11:15,Charing Cross,XP,WC,Margate,S14.17:101,S14.21:103,S14.25:104,T14.41:105,,,,,,,,,,,,,,,,,,,,,
11:19,Dover,Pass,D1 4-4-0,Faversham,T12.16:117,S11.19:174,S11.25:175,S11.32:176,S11.37:177,S11.40:178,S11.43:179,S11.49:180,S11.54/11.57:181,S12.10:182,,,,,,,,,,,,,,,
